Date,Open,High,Low,Close,Adj Close,Volume
2020-02-14,1682.199951,1683.599976,1662.400024,1668.599976,1587.705200,6640354
2020-02-17,1678.599976,1678.599976,1658.599976,1661.599976,1581.044678,3834191
2020-02-18,1651.800049,1668.400024,1640.400024,1667.000000,1586.182739,17235799
2020-02-19,1669.800049,1688.199951,1667.199951,1678.000000,1596.649414,7139780
2020-02-20,1650.199951,1676.800049,1643.000000,1650.000000,1591.825684,9051858
2020-02-21,1644.000000,1668.199951,1640.000000,1658.199951,1599.736572,6878324
2020-02-24,1645.199951,1665.625977,1617.199951,1629.800049,1572.338013,10161901
2020-02-25,1627.400024,1651.310059,1601.400024,1602.199951,1545.710938,14637575
2020-02-26,1600.000000,1639.199951,1592.800049,1632.599976,1575.039185,13748296
2020-02-27,1620.800049,1650.800049,1607.199951,1629.800049,1572.338013,13424782
2020-02-28,1589.000000,1602.400024,1533.199951,1562.199951,1507.121216,16903622
2020-03-02,1589.000000,1639.400024,1571.400024,1630.000000,1572.531006,24433427
2020-03-03,1649.000000,1664.400024,1604.000000,1608.000000,1551.306641,15820737
2020-03-04,1618.599976,1663.800049,1608.400024,1663.800049,1605.139282,11029152
2020-03-05,1653.599976,1669.000000,1621.359985,1639.800049,1581.985474,11073633
2020-03-06,1619.000000,1636.000000,1579.400024,1593.599976,1537.414307,23280153
2020-03-09,1530.000000,1587.800049,1525.000000,1548.000000,1493.421997,23903495
2020-03-10,1568.199951,1575.697998,1514.599976,1514.599976,1461.199585,24449347
2020-03-11,1543.000000,1554.199951,1517.000000,1522.599976,1468.917480,14319847
2020-03-12,1471.199951,1480.400024,1400.599976,1404.599976,1355.077881,19717930
2020-03-13,1444.599976,1487.099976,1378.400024,1402.800049,1353.341431,20458156
2020-03-16,1368.000000,1419.000000,1328.187012,1401.400024,1351.990845,24194672
2020-03-17,1440.800049,1501.800049,1373.000000,1501.800049,1448.850830,27424534
2020-03-18,1457.000000,1482.800049,1401.800049,1437.400024,1386.721436,17794666
2020-03-19,1420.000000,1470.896973,1377.000000,1455.000000,1403.700928,31017233
2020-03-20,1491.000000,1507.400024,1411.800049,1449.000000,1397.912476,24043588
2020-03-23,1385.199951,1432.400024,1348.462036,1374.599976,1326.135498,19312386
2020-03-24,1409.199951,1425.599976,1370.800049,1415.599976,1365.690063,15615771
2020-03-25,1446.000000,1509.800049,1415.800049,1489.599976,1437.080933,15917806
2020-03-26,1454.400024,1503.199951,1440.400024,1501.199951,1448.271973,18092335
2020-03-27,1485.400024,1493.000000,1420.800049,1443.000000,1392.123901,14247713
2020-03-30,1469.800049,1493.000000,1415.800049,1482.000000,1429.748901,10077797
2020-03-31,1500.000000,1525.599976,1420.199951,1514.599976,1461.199585,12704627
2020-04-01,1483.000000,1504.199951,1462.199951,1499.400024,1446.535400,9881618
2020-04-02,1513.800049,1772.510010,1456.599976,1493.199951,1440.554077,10423850
2020-04-03,1496.000000,1507.000000,1469.800049,1489.400024,1436.888062,8566830
2020-04-06,1500.400024,1524.800049,1485.599976,1509.400024,1456.182983,9768149
2020-04-07,1526.599976,1544.000000,1497.264038,1514.800049,1461.392456,11577047
2020-04-08,1524.199951,1534.199951,1490.400024,1499.400024,1446.535400,17893241
2020-04-09,1529.800049,1560.800049,1507.400024,1544.199951,1489.755859,14528332
2020-04-14,1577.400024,1579.327026,1547.199951,1570.000000,1514.646362,8974440
2020-04-15,1582.800049,1609.199951,1561.599976,1570.000000,1514.646362,11339048
2020-04-16,1586.000000,1653.800049,1571.000000,1653.800049,1595.491821,14717700
2020-04-17,1693.199951,1693.199951,1650.000000,1660.599976,1602.052002,13669991
2020-04-20,1660.599976,1670.599976,1649.400024,1667.400024,1608.612305,7063278
2020-04-21,1652.400024,1677.000000,1632.000000,1650.599976,1592.404541,7739443
2020-04-22,1651.800049,1681.218994,1651.800049,1668.199951,1609.384033,7649019
2020-04-23,1673.199951,1699.800049,1665.599976,1694.000000,1634.274414,9486272
2020-04-24,1685.599976,1699.000000,1672.199951,1687.599976,1628.100098,6912212
2020-04-27,1689.599976,1706.000000,1684.599976,1703.000000,1642.957153,7152073
2020-04-28,1690.199951,1710.000000,1678.199951,1687.599976,1628.100098,11410082
2020-04-29,1678.800049,1701.400024,1665.185059,1677.000000,1617.873779,15379527
2020-04-30,1685.400024,1706.839966,1657.199951,1661.000000,1602.437866,13331279
2020-05-01,1650.000000,1650.000000,1601.400024,1611.199951,1554.393677,5416159
2020-05-04,1627.199951,1671.800049,1618.199951,1663.000000,1604.367432,9172076
2020-05-05,1676.400024,1686.688965,1659.400024,1668.000000,1609.191162,6123459
2020-05-06,1676.000000,1703.318970,1667.800049,1697.000000,1637.168701,10655097
2020-05-07,1704.800049,1717.996948,1657.800049,1674.599976,1615.558472,10669569
2020-05-11,1668.000000,1677.800049,1654.767944,1677.800049,1618.645752,14150271
