Date,Open,High,Low,Close,Adj Close,Volume
2020-02-14,176.160004,177.360001,174.100006,175.919998,169.559143,45491839
2020-02-17,176.419998,179.580002,175.919998,177.699997,171.274780,44760510
2020-02-18,176.000000,180.320007,174.860001,175.080002,168.749512,37375227
2020-02-19,175.679993,178.139999,175.559998,176.740005,170.349503,23823522
2020-02-20,177.479996,184.000000,176.759995,181.320007,174.763901,61331728
2020-02-21,180.339996,181.979996,177.979996,179.619995,173.125351,55407380
2020-02-24,174.179993,174.639999,168.240005,170.020004,163.872482,110455869
2020-02-25,171.199997,171.919998,165.460007,165.860001,159.862885,58799289
2020-02-26,165.800003,166.580002,161.919998,165.940002,159.940002,79663724
2020-02-27,157.839996,163.800003,151.380005,154.440002,154.440002,86684922
2020-02-28,150.419998,153.800003,146.600006,148.740005,148.740005,135279400
2020-03-02,152.179993,152.360001,141.020004,143.300003,143.300003,121644563
2020-03-03,146.559998,147.080002,139.259995,139.559998,139.559998,127613836
2020-03-04,140.320007,141.539993,137.419998,138.539993,138.539993,111314954
2020-03-05,138.820007,139.759995,134.018005,134.679993,134.679993,89049029
2020-03-06,132.300003,134.220001,129.339996,130.940002,130.940002,75493609
2020-03-09,123.300003,124.639999,117.139999,118.099998,118.099998,145382066
2020-03-10,120.199997,125.660004,115.779999,116.839996,116.839996,93758905
2020-03-11,118.059998,121.820000,115.900002,117.940002,117.940002,103760553
2020-03-12,110.000000,111.844002,97.000000,97.519997,97.519997,180121998
2020-03-13,105.000000,111.019997,96.639999,102.379997,102.379997,154975322
2020-03-16,96.059998,96.690002,83.040001,89.059998,89.059998,137258666
2020-03-17,92.699997,94.827003,80.709999,87.760002,87.760002,135397275
2020-03-18,83.790001,85.501999,80.320000,83.199997,83.199997,122678276
2020-03-19,83.300003,83.970001,73.040001,83.739998,83.739998,181813611
2020-03-20,90.000000,91.239998,83.980003,89.019997,89.019997,234374785
2020-03-23,80.000000,88.739998,79.269997,84.699997,84.699997,88162933
2020-03-24,88.870003,96.019997,86.690002,96.019997,96.019997,93840271
2020-03-25,99.559998,115.796997,97.269997,105.779999,105.779999,117817465
2020-03-26,101.040001,107.980003,97.000000,107.980003,107.980003,93679670
2020-03-27,103.040001,104.556999,95.349998,97.370003,97.370003,91655178
2020-03-30,96.070000,104.556999,89.010002,94.000000,94.000000,68438334
2020-03-31,94.059998,104.556999,89.774002,94.110001,94.110001,115570307
2020-04-01,87.000000,90.470001,82.860001,82.860001,82.860001,128275526
2020-04-02,83.099998,86.919998,80.910004,81.620003,81.620003,135087059
2020-04-03,81.660004,83.309998,80.000000,80.239998,80.239998,94613738
2020-04-06,83.000000,87.525002,82.683998,86.559998,86.559998,92998962
2020-04-07,90.000000,100.279999,89.561996,94.790001,94.790001,116393334
2020-04-08,92.639999,94.514999,90.307999,92.650002,92.650002,83803942
2020-04-09,94.459999,98.989998,92.925003,97.580002,97.580002,99457766
2020-04-14,97.989998,99.900002,93.139999,93.550003,93.550003,65998085
2020-04-15,92.830002,93.474998,87.000000,87.000000,87.000000,215800815
2020-04-16,87.809998,91.019997,85.464996,87.080002,87.080002,85796816
2020-04-17,91.169998,92.900002,89.050003,90.709999,90.709999,75365406
2020-04-20,91.500000,92.190002,88.889999,91.010002,91.010002,47458721
2020-04-21,88.750000,89.720001,86.440002,86.510002,86.510002,71559831
2020-04-22,87.419998,88.019997,85.160004,87.699997,87.699997,114702624
2020-04-23,88.000000,91.820000,87.410004,90.599998,90.599998,122176124
2020-04-24,89.199997,90.800003,87.540001,88.610001,88.610001,44627087
2020-04-27,91.980003,91.980003,88.839996,91.059998,91.059998,49340336
2020-04-28,91.279999,99.239998,91.180000,97.760002,97.760002,89985993
2020-04-29,99.000000,112.730003,97.800003,110.180000,110.180000,165145769
2020-04-30,112.000000,114.620003,105.379997,105.900002,105.900002,141310957
2020-05-01,103.000000,104.980003,101.748001,102.739998,102.739998,48948301
2020-05-04,99.500000,102.000000,98.699997,99.680000,99.680000,60557969
2020-05-05,102.000000,104.440002,100.239998,103.400002,103.400002,55451254
2020-05-06,103.199997,104.228996,100.720001,100.860001,100.860001,62793019
2020-05-07,101.279999,106.320000,100.400002,105.419998,105.419998,50540060
2020-05-11,107.639999,108.699997,102.139999,102.599998,102.599998,70014920
2020-05-12,103.360001,104.760002,101.419998,102.000000,102.000000,43251895
2020-05-13,100.000000,101.080002,98.010002,98.010002,98.010002,63054163
2020-05-14,95.480003,98.510002,91.860001,97.139999,97.139999,61997276
2020-05-15,97.860001,101.099998,96.129997,97.449997,97.449997,45747626
2020-05-18,99.230003,105.360001,99.059998,105.199997,105.199997,49098546
2020-05-19,107.580002,108.239998,102.609001,104.720001,104.720001,49855725
2020-05-20,103.879997,106.779999,101.400002,106.720001,106.720001,39082367
2020-05-21,104.400002,105.858002,103.180000,103.919998,103.919998,49566772
2020-05-22,102.300003,106.599998,100.599998,103.139999,103.139999,46027977
2020-05-26,107.620003,110.820000,106.591003,110.779999,110.779999,81042993
2020-05-27,112.739998,121.400002,111.098000,119.839996,119.839996,110243263
2020-05-28,121.519997,124.932999,118.400002,122.620003,122.620003,88919715
2020-05-29,119.440002,123.279999,114.919998,115.239998,115.239998,128278561
2020-06-01,117.500000,120.800003,116.800003,120.779999,120.779999,49810343
2020-06-02,121.519997,123.279999,119.239998,119.500000,119.500000,67513905
2020-06-03,122.059998,125.320000,120.300003,125.320000,125.320000,75304789
2020-06-04,124.739998,125.363998,120.599998,123.519997,123.519997,82742905
2020-06-05,126.400002,132.720001,124.540001,131.399994,131.399994,120165390
2020-06-08,130.500000,134.720001,129.031006,131.800003,131.800003,76619331
2020-06-09,131.740005,132.460007,124.559998,125.279999,125.279999,91790897
2020-06-10,126.279999,130.279999,123.360001,124.000000,124.000000,61592626
2020-06-11,119.199997,120.760002,114.000000,115.000000,115.000000,76691563
2020-06-12,112.500000,121.400002,112.000000,117.059998,117.059998,69936980
2020-06-15,112.199997,118.820000,113.019997,116.099998,116.099998,45669811
2020-06-16,121.459999,126.480003,119.160004,122.680000,122.680000,73561276
2020-06-17,122.900002,124.279999,118.360001,119.379997,119.379997,52763860
2020-06-18,118.860001,121.000000,117.050003,118.639999,118.639999,58057406
2020-06-19,120.120003,120.639999,116.559998,116.559998,116.559998,95260381
2020-06-22,115.839996,118.500000,114.580002,115.300003,115.300003,76213234
2020-06-23,116.059998,118.980003,115.199997,116.900002,116.900002,41982797
2020-06-24,116.160004,117.900002,111.839996,111.860001,111.860001,44141039
2020-06-25,111.000000,113.760002,109.699997,112.620003,112.620003,68711572
2020-06-26,114.239998,115.400002,110.980003,110.980003,110.980003,34718153
2020-06-29,111.000000,115.360001,110.099998,114.500000,114.500000,49161840
2020-06-30,115.120003,115.945999,112.559998,114.419998,114.419998,37348805
2020-07-01,115.220001,116.080002,112.375999,113.540001,113.540001,28248870
2020-07-02,115.059998,119.540001,113.900002,117.900002,117.900002,49917085
2020-07-03,117.900002,118.379997,114.239998,115.720001,115.720001,32838722
2020-07-06,117.000000,128.000000,115.940002,117.300003,117.300003,33569883
2020-07-07,116.099998,117.289001,114.660004,114.959999,114.959999,30825878
2020-07-08,114.000000,115.699997,113.900002,114.400002,114.400002,22682955
2020-07-09,115.699997,116.000000,111.660004,111.959999,111.959999,30987302
2020-07-10,111.620003,118.059998,111.000000,117.760002,117.760002,34170193
2020-07-13,121.220001,121.643997,116.699997,119.559998,119.559998,50200490
2020-07-14,118.279999,120.199997,116.459999,119.360001,119.360001,42241323
2020-07-15,119.500000,121.400002,118.019997,120.300003,120.300003,60019172
2020-07-16,119.820000,121.300003,118.080002,118.580002,118.580002,33585809
2020-07-17,117.760002,118.760002,115.220001,116.400002,116.400002,39498898
2020-07-20,115.480003,117.320000,114.739998,116.220001,116.220001,25627739
2020-07-21,117.339996,120.705002,115.519997,116.639999,116.639999,37541275
2020-07-22,116.739998,118.279999,114.980003,117.419998,117.419998,43476755
2020-07-23,118.000000,118.160004,116.419998,116.459999,116.459999,28397331
2020-07-24,115.099998,116.040001,113.599998,113.599998,113.599998,33818949
2020-07-27,113.820000,152.820007,110.879997,111.000000,111.000000,30918441
2020-07-28,111.000000,112.660004,110.379997,111.860001,111.860001,36861631
2020-07-29,112.879997,113.467003,104.000000,105.019997,105.019997,84847529
2020-07-30,105.000000,105.360001,98.720001,100.779999,100.779999,59871200
2020-07-31,101.680000,103.860001,100.239998,100.559998,100.559998,70172778
2020-08-03,100.720001,104.080002,99.599998,103.820000,103.820000,40276909
2020-08-04,104.519997,106.059998,103.639999,105.300003,105.300003,102952484
2020-08-05,106.000000,107.599998,105.320000,107.339996,107.339996,39314509
2020-08-06,106.419998,106.940002,104.360001,105.839996,105.839996,26960922
2020-08-07,105.160004,105.580002,103.010002,104.599998,104.599998,44275008
2020-08-10,106.260002,107.480003,105.339996,106.639999,106.639999,25747440
2020-08-11,107.019997,112.239998,106.879997,111.760002,111.760002,39001421
2020-08-12,112.300003,112.940002,111.160004,111.500000,111.500000,29669867
2020-08-13,110.500000,111.680000,108.080002,108.080002,108.080002,21609203
2020-08-14,108.320000,109.440002,105.540001,109.199997,109.199997,31089405
2020-08-17,108.660004,110.860001,107.919998,107.940002,107.940002,24990890
2020-08-18,107.300003,110.680000,106.519997,108.120003,108.120003,25067936
2020-08-19,107.500000,110.199997,107.059998,110.199997,110.199997,18545911
2020-08-20,107.980003,108.519997,106.540001,107.580002,107.580002,24819348
2020-08-21,107.400002,108.400002,106.139999,108.000000,108.000000,34233555
2020-08-24,108.739998,110.400002,106.180000,110.400002,110.400002,26568183
2020-08-25,111.040001,112.459999,108.998001,109.139999,109.139999,28228370
2020-08-26,109.379997,110.739998,108.260002,110.400002,110.400002,27591235
2020-08-27,109.760002,111.829002,109.680000,110.540001,110.540001,20808450
2020-08-28,111.279999,112.794998,110.599998,111.959999,111.959999,37493134
2020-09-01,110.419998,111.160004,105.860001,105.900002,105.900002,60998790
2020-09-02,106.040001,107.419998,103.180000,103.500000,103.500000,47192541
2020-09-03,104.260002,108.300003,103.945999,105.559998,105.559998,29996389
2020-09-04,105.040001,108.580002,104.940002,106.879997,106.879997,30751373
2020-09-07,107.599998,108.699997,106.260002,106.940002,106.940002,14729583
2020-09-08,106.980003,108.019997,103.599998,104.279999,104.279999,36782017
2020-09-09,103.019997,104.879997,102.360001,104.879997,104.879997,43584298
2020-09-10,103.800003,106.300003,102.559998,105.040001,105.040001,29812789
2020-09-11,104.980003,104.980003,102.584000,102.620003,102.620003,21647791
2020-09-14,103.400002,103.900002,102.199997,103.620003,103.620003,17394692
2020-09-15,103.220001,103.580002,102.220001,102.639999,102.639999,28600393
2020-09-16,102.400002,103.400002,100.540001,102.959999,102.959999,27509156
2020-09-17,101.080002,101.320000,99.000000,100.540001,100.540001,46856482
2020-09-18,99.660004,100.199997,97.419998,97.419998,97.419998,73544325
2020-09-21,96.040001,96.669998,88.900002,92.160004,92.160004,78895072
2020-09-22,92.750000,94.110001,91.400002,91.970001,91.970001,40473692
2020-09-23,93.190002,96.199997,92.246002,92.900002,92.900002,40643007
2020-09-24,90.769997,95.050003,90.739998,92.870003,92.870003,43704705
2020-09-25,94.239998,94.629997,91.129997,91.550003,91.550003,33180100
2020-09-28,93.500000,98.440002,92.910004,98.000000,98.000000,48500179
2020-09-29,97.110001,98.279999,96.309998,97.250000,97.250000,38484870
2020-09-30,96.580002,99.540001,95.848999,97.610001,97.610001,41223431
2020-10-01,98.839996,99.910004,96.900002,98.000000,98.000000,39991603
2020-10-02,97.480003,98.300003,96.489998,97.709999,97.709999,35973115
2020-10-05,99.699997,100.680000,98.080002,99.449997,99.449997,80935616
2020-10-06,100.879997,104.180000,99.820000,104.180000,104.180000,61172964
2020-10-07,103.839996,107.459999,103.419998,104.500000,104.500000,72284882
2020-10-08,105.440002,107.778999,104.419998,107.099998,107.099998,36922959
2020-10-09,107.940002,109.000000,106.540001,107.279999,107.279999,50394313
2020-10-12,107.279999,108.000000,105.419998,105.839996,105.839996,29455602
2020-10-13,106.440002,106.440002,101.720001,102.099998,102.099998,55347707
2020-10-14,101.839996,103.680000,100.820000,101.540001,101.540001,32678409
2020-10-15,100.500000,100.769997,97.980003,100.120003,100.120003,36727928
2020-10-16,101.199997,102.639999,99.000000,101.800003,101.800003,37486411
2020-10-19,102.500000,104.080002,101.120003,103.360001,103.360001,22865749
2020-10-20,102.339996,105.199997,102.339996,104.320000,104.320000,28477306
2020-10-21,104.919998,106.000000,102.639999,102.720001,102.720001,37940575
2020-10-22,101.379997,104.919998,100.660004,104.279999,104.279999,31440511
2020-10-23,108.500000,113.300003,106.540001,111.540001,111.540001,97495567
2020-10-26,110.540001,114.379997,106.540001,110.519997,110.519997,52191345
2020-10-27,112.620003,113.000000,106.599998,106.599998,106.599998,52849727
2020-10-28,104.459999,106.580002,101.160004,103.800003,103.800003,62752208
2020-10-29,104.440002,106.800003,102.080002,104.660004,104.660004,44813216
2020-10-30,104.220001,107.699997,104.000000,106.559998,106.559998,37873402
2020-11-02,107.019997,107.139999,104.622002,107.040001,107.040001,44537297
2020-11-03,108.220001,113.760002,108.220001,113.360001,113.360001,57652142
2020-11-04,111.839996,113.040001,108.519997,110.379997,110.379997,49682057
2020-11-05,110.680000,112.252998,106.760002,110.160004,110.160004,53515927
2020-11-06,111.059998,113.400002,110.000000,110.940002,110.940002,68836974
2020-11-09,112.040001,129.619995,111.660004,128.539993,128.539993,138499150
2020-11-10,129.139999,136.000000,127.620003,134.399994,134.399994,144498633
2020-11-11,134.080002,137.119995,131.460007,135.520004,135.520004,92506383
2020-11-12,133.479996,133.960007,129.639999,132.360001,132.360001,68867988
2020-11-13,131.220001,135.699997,129.679993,134.160004,134.160004,45650523
2020-11-16,136.119995,138.880005,135.539993,138.779999,138.779999,71349413
2020-11-17,139.880005,139.880005,134.996002,138.399994,138.399994,79501678
2020-11-18,137.559998,142.179993,135.820007,141.600006,141.600006,52441640
2020-11-19,136.100006,139.899994,136.100006,138.940002,138.940002,37442579
2020-11-20,138.179993,139.600006,137.399994,137.759995,137.759995,30600035
2020-11-23,139.279999,140.860001,138.240005,140.199997,140.199997,63641880
2020-11-24,142.000000,150.259995,141.320007,150.199997,150.199997,78845811
2020-11-25,152.500000,152.500000,141.720001,143.399994,143.399994,72137852
2020-11-26,143.240005,143.619995,137.860001,141.100006,141.100006,34544240
2020-11-27,139.000000,140.720001,137.720001,139.500000,139.500000,77855252
2020-11-30,140.039993,140.039993,134.559998,134.559998,134.559998,66657521
2020-12-01,134.899994,143.479996,133.600006,143.240005,143.240005,51536659
2020-12-02,142.779999,146.940002,141.639999,146.940002,146.940002,46385964
2020-12-03,146.000000,148.559998,144.600006,148.559998,148.559998,42251461
2020-12-04,147.699997,150.199997,147.039993,148.619995,148.619995,92767366
2020-12-07,149.000000,149.220001,143.039993,146.259995,146.259995,201179938
2020-12-08,144.779999,147.259995,143.735992,146.360001,146.360001,37242394
2020-12-09,147.399994,149.500000,145.779999,145.899994,145.899994,31964551
2020-12-10,145.399994,145.800003,137.996002,141.759995,141.759995,143650430
2020-12-11,141.759995,142.960007,134.300003,136.059998,136.059998,82366916
2020-12-14,138.539993,145.059998,138.479996,142.360001,142.360001,60342841
2020-12-15,141.679993,145.279999,140.619995,144.699997,144.699997,48178265
2020-12-16,145.000000,149.559998,143.639999,144.199997,144.199997,41004979
2020-12-17,144.979996,147.919998,143.500000,145.539993,145.539993,39062373
2020-12-18,144.820007,145.779999,142.740005,145.000000,145.000000,61091622
2020-12-21,140.000000,145.779999,135.462997,141.259995,141.259995,62377629
2020-12-22,141.380005,146.679993,141.020004,145.979996,145.979996,59502325
