Date,Open,High,Low,Close,Adj Close,Volume
2020-02-14,153.759995,154.759995,152.580002,153.539993,153.539993,16203238
2020-02-17,153.979996,154.240005,152.800003,153.740005,153.740005,10009363
2020-02-18,153.500000,155.820007,152.059998,155.820007,155.820007,24920680
2020-02-19,156.660004,156.977005,154.459000,155.399994,155.399994,20321427
2020-02-20,154.820007,157.660004,154.179993,156.119995,156.119995,29733425
2020-02-21,155.919998,156.539993,154.649994,156.279999,156.279999,18658804
2020-02-24,153.279999,155.320007,149.880005,151.259995,151.259995,20525509
2020-02-25,152.000000,152.960007,147.479996,148.419998,148.419998,30021265
2020-02-26,147.520004,148.759995,145.662003,146.520004,146.520004,35652783
2020-02-27,144.419998,144.977997,139.100006,139.500000,139.500000,39840865
2020-02-28,135.919998,141.619995,134.919998,141.619995,141.619995,68935193
2020-03-02,145.880005,146.279999,136.539993,139.759995,139.759995,58743703
2020-03-03,141.059998,144.979996,139.619995,139.660004,139.660004,31628898
2020-03-04,140.059998,140.977005,137.979996,139.979996,139.979996,31415647
2020-03-05,140.360001,140.880005,134.016998,134.199997,134.199997,36782574
2020-03-06,132.000000,132.457001,127.660004,130.899994,130.899994,33833727
2020-03-09,124.360001,126.105003,118.582001,120.139999,120.139999,52107372
2020-03-10,122.339996,127.449997,118.900002,119.540001,119.540001,40017832
2020-03-11,121.059998,127.279999,121.000000,122.639999,122.639999,44423154
2020-03-12,117.360001,118.724998,107.320000,107.320000,107.320000,56442094
2020-03-13,111.300003,118.800003,109.540001,112.300003,112.300003,67165696
2020-03-16,107.839996,114.262001,102.900002,112.940002,112.940002,63597277
2020-03-17,117.480003,122.260002,112.400002,121.199997,121.199997,46932918
2020-03-18,119.339996,136.320007,118.860001,127.000000,127.000000,55216097
2020-03-19,127.000000,135.820007,122.580002,129.440002,129.440002,86293393
2020-03-20,135.000000,137.660004,124.940002,126.080002,126.080002,79155017
2020-03-23,120.239998,125.620003,114.260002,117.779999,117.779999,63373182
2020-03-24,121.739998,132.820007,121.419998,132.820007,132.820007,38118044
2020-03-25,132.000000,136.460007,126.639999,131.559998,131.559998,99180646
2020-03-26,127.120003,135.139999,127.120003,131.279999,131.279999,32247575
2020-03-27,127.720001,129.220001,118.239998,119.400002,119.400002,42477247
2020-03-30,122.400002,129.205002,117.080002,119.419998,119.419998,46139308
2020-03-31,120.839996,129.205002,116.680000,117.900002,117.900002,39299216
2020-04-01,115.500000,118.277000,113.150002,114.800003,114.800003,50763941
2020-04-02,115.099998,118.500000,113.500000,115.000000,115.000000,30781828
2020-04-03,115.050003,115.948997,110.699997,111.300003,111.300003,29799101
2020-04-06,114.250000,117.900002,113.000000,117.000000,117.000000,49804223
2020-04-07,120.550003,125.099998,119.599998,121.699997,121.699997,37070012
2020-04-08,119.000000,123.550003,116.250000,122.250000,122.250000,24044161
2020-04-09,123.599998,126.485001,119.900002,125.800003,125.800003,25427808
2020-04-14,127.599998,130.000000,124.022003,124.150002,124.150002,67246319
2020-04-15,124.500000,126.349998,118.550003,118.650002,118.650002,32633369
2020-04-16,119.500000,122.250000,118.500000,121.449997,121.449997,25457567
2020-04-17,125.250000,126.400002,119.650002,120.599998,120.599998,25466861
2020-04-20,122.250000,122.300003,117.949997,121.650002,121.650002,19922921
2020-04-21,119.250000,120.650002,115.650002,115.949997,115.949997,49291986
2020-04-22,117.349998,118.712997,113.762001,116.949997,116.949997,25568097
2020-04-23,117.000000,121.300003,115.667999,120.050003,120.050003,22752465
2020-04-24,117.000000,119.150002,114.994003,115.449997,115.449997,27812669
2020-04-27,117.800003,118.550003,115.550003,117.349998,117.349998,21743586
2020-04-28,116.099998,120.650002,115.050003,120.349998,120.349998,42956374
2020-04-29,120.099998,123.362999,119.400002,119.849998,119.849998,34972502
2020-04-30,120.199997,121.153000,116.050003,116.050003,116.050003,44026923
2020-05-01,115.400002,117.099998,112.900002,112.900002,112.900002,21212735
2020-05-04,110.000000,115.650002,107.251999,113.949997,113.949997,43433972
2020-05-05,115.000000,118.900002,114.349998,115.349998,115.349998,28874509
2020-05-06,115.949997,118.199997,114.250000,114.250000,114.250000,34490004
2020-05-07,104.000000,109.513000,101.099998,104.949997,104.949997,141653292
2020-05-11,107.000000,108.587997,104.662003,106.750000,106.750000,41281782
2020-05-12,107.000000,110.449997,106.349998,108.800003,108.800003,46068607
2020-05-13,108.199997,108.449997,101.400002,101.400002,101.400002,48453365
2020-05-14,101.000000,103.003998,98.386002,102.150002,102.150002,49269947
2020-05-15,108.500000,112.650002,106.750000,107.699997,107.699997,74857401
2020-05-18,109.400002,110.876999,107.050003,110.349998,110.349998,26848422
2020-05-19,111.150002,112.650002,109.150002,111.250000,111.250000,38861632
2020-05-20,111.050003,111.349998,107.849998,110.599998,110.599998,31176325
2020-05-21,110.050003,115.800003,109.599998,114.699997,114.699997,28038951
2020-05-22,113.199997,116.050003,111.550003,115.800003,115.800003,24533132
2020-05-26,118.500000,119.199997,113.550003,115.099998,115.099998,30975088
2020-05-27,115.900002,122.000000,115.550003,119.699997,119.699997,38254408
2020-05-28,119.849998,121.000000,118.449997,118.750000,118.750000,36454722
2020-05-29,117.500000,119.400002,116.000000,116.250000,116.250000,98396950
2020-06-01,117.800003,120.750000,116.550003,119.099998,119.099998,25945042
2020-06-02,119.750000,120.300003,117.199997,117.599998,117.599998,35431811
2020-06-03,118.500000,119.000000,115.849998,117.900002,117.900002,30894792
2020-06-04,116.900002,118.535004,115.250000,115.800003,115.800003,28387177
2020-06-05,116.000000,121.099998,115.699997,119.949997,119.949997,51212181
